  24000.0      1273.00              NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN
  24000.0      1273.00     0.604878E-01 0.593357E-03 0.409803E-04 0.151639E-07 0.115529E-05 0.655111E-04 0.139098E-01 0.297527E-03 0.499865E-01 0.123695E-01 0.231450E-02 0.411221E-01
  24000.0      1273.00     0.582382E-01 0.629088E-03 0.825631E-04 0.348813E-07 0.553177E-06 0.362340E-04 0.130451E-01 0.189560E-03 0.498786E-01 0.123695E-01 0.414500E-03 0.412148E-01
  24000.0      1273.00     0.581910E-01 0.623535E-03 0.795916E-04 0.334343E-07 0.579985E-06 0.432697E-04 0.129076E-01 0.196507E-03 0.498855E-01 0.123695E-01 0.414500E-03 0.411938E-01
  24000.0      1273.00     0.581326E-01 0.616864E-03 0.754840E-04 0.315864E-07 0.611585E-06 0.527570E-04 0.127886E-01 0.203272E-03 0.498923E-01 0.123695E-01 0.414500E-03 0.411705E-01
  24000.0      1273.00     0.580900E-01 0.611407E-03 0.724022E-04 0.302652E-07 0.655576E-06 0.658578E-04 0.126690E-01 0.211709E-03 0.499007E-01 0.123695E-01 0.414500E-03 0.411530E-01
  24000.0      1273.00     0.581345E-01 0.607809E-03 0.648846E-04 0.292294E-07 0.791777E-06 0.846121E-04 0.123569E-01 0.192341E-03 0.498813E-01 0.123695E-01 0.414500E-03 0.410684E-01
  24000.0      1273.00     0.580953E-01 0.602901E-03 0.641499E-04 0.280238E-07 0.766728E-06 0.106298E-03 0.121984E-01 0.218434E-03 0.499074E-01 0.123695E-01 0.414500E-03 0.410599E-01
  24000.0      1273.00     0.580428E-01 0.595382E-03 0.607464E-04 0.254894E-07 0.757616E-06 0.136588E-03 0.120253E-01 0.234307E-03 0.499233E-01 0.123695E-01 0.414500E-03 0.410397E-01
  24000.0      1273.00              NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN
  24000.0      1273.00     0.116099     0.118894E-02 0.117761E-03 0.469831E-07 0.147829E-05 0.336193E-03 0.235600E-01 0.498487E-03 0.998765E-01 0.247390E-01 0.829000E-03 0.819981E-01
