  0.00000      5000.00     0.944444     0.944444      0.00000      0.00000      0.00000    
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
  0.00000      5000.00              NaN          NaN          NaN          NaN          NaN
